Input	Match type	Approved symbol	Approved name	HGNC ID	Location
NT5E	Approved symbol	NT5E	5'-nucleotidase ecto	HGNC:8021	6q14.3
POPDC3	Approved symbol	POPDC3	popeye domain containing 3	HGNC:17649	6q21
PSORS1C1	Approved symbol	PSORS1C1	psoriasis susceptibility 1 candidate 1	HGNC:17202	6p21.33
SCUBE3	Approved symbol	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3	HGNC:13655	6p21.3
SYNE1	Approved symbol	SYNE1	spectrin repeat containing nuclear envelope protein 1	HGNC:17089	6q25.2
TBC1D7	Approved symbol	TBC1D7	TBC1 domain family member 7	HGNC:21066	6p24.1
VPS52	Approved symbol	VPS52	VPS52, GARP complex subunit	HGNC:10518	6p21.32
KMT2C	Approved symbol	KMT2C	lysine methyltransferase 2C	HGNC:13726	7q36.1
PON3	Approved symbol	PON3	paraoxonase 3	HGNC:9206	7q21.3
SEMA3A	Approved symbol	SEMA3A	semaphorin 3A	HGNC:10723	7q21.11
SOSTDC1	Approved symbol	SOSTDC1	sclerostin domain containing 1	HGNC:21748	7p21.2
C8orf76	Approved symbol	C8orf76	chromosome 8 open reading frame 76	HGNC:25924	8q24.13
CLU	Approved symbol	CLU	clusterin	HGNC:2095	8p21.1
RMDN1	Approved symbol	RMDN1	regulator of microtubule dynamics 1	HGNC:24285	8q21.3
MTERFD1	Previous symbol	MTERF3	mitochondrial transcription termination factor 3	HGNC:24258	8q22.1
PURG	Approved symbol	PURG	purine rich element binding protein G	HGNC:17930	8p12
PXDNL	Approved symbol	PXDNL	peroxidasin like	HGNC:26359	8q11.22-q11.23
SAMD12	Approved symbol	SAMD12	sterile alpha motif domain containing 12	HGNC:31750	8q24.11-q24.12
FGD3	Approved symbol	FGD3	FYVE, RhoGEF and PH domain containing 3	HGNC:16027	9q22.31
GNAQ	Approved symbol	GNAQ	G protein subunit alpha q	HGNC:4390	9q21.2
NFX1	Approved symbol	NFX1	nuclear transcription factor, X-box binding 1	HGNC:7803	9p12
PTPN3	Approved symbol	PTPN3	protein tyrosine phosphatase, non-receptor type 3	HGNC:9655	9q31
SVEP1	Approved symbol	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	HGNC:15985	9q31.3
UBAP2	Approved symbol	UBAP2	ubiquitin associated protein 2	HGNC:14185	9p13.3
ARMC4	Approved symbol	ARMC4	armadillo repeat containing 4	HGNC:25583	10p12.1
C1QL3	Approved symbol	C1QL3	complement C1q like 3	HGNC:19359	10p13
DNMBP	Approved symbol	DNMBP	dynamin binding protein	HGNC:30373	10q24.2
FAM171A1	Approved symbol	FAM171A1	family with sequence similarity 171 member A1	HGNC:23522	10p13
HKDC1	Approved symbol	HKDC1	hexokinase domain containing 1	HGNC:23302	10q22.1
ITIH5	Approved symbol	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5	HGNC:21449	10p14
UNC5B	Approved symbol	UNC5B	unc-5 netrin receptor B	HGNC:12568	10q22.1
DDB1	Approved symbol	DDB1	damage specific DNA binding protein 1	HGNC:2717	11q12.2
GAS2	Approved symbol	GAS2	growth arrest specific 2	HGNC:4167	11p14.3
OR8I2	Approved symbol	OR8I2	olfactory receptor family 8 subfamily I member 2	HGNC:15310	11q12.1
OR9G4	Approved symbol	OR9G4	olfactory receptor family 9 subfamily G member 4	HGNC:15322	11q12.1
PSMC3	Approved symbol	PSMC3	proteasome 26S subunit, ATPase 3	HGNC:9549	11p11.2
TRIM21	Approved symbol	TRIM21	tripartite motif containing 21	HGNC:11312	11p15.5-p15.3
VWCE	Approved symbol	VWCE	von Willebrand factor C and EGF domains	HGNC:26487	11q12.2
A2M	Approved symbol	A2M	alpha-2-macroglobulin	HGNC:7	12p13.31
ALDH2	Approved symbol	ALDH2	aldehyde dehydrogenase 2 family member	HGNC:404	12q24.12
ESYT1	Approved symbol	ESYT1	extended synaptotagmin 1	HGNC:29534	12q13.2
FGD6	Approved symbol	FGD6	FYVE, RhoGEF and PH domain containing 6	HGNC:21740	12q22
IFFO1	Approved symbol	IFFO1	intermediate filament family orphan 1	HGNC:24970	12p13.31
NOS1	Approved symbol	NOS1	nitric oxide synthase 1	HGNC:7872	12q24.22
NOS1	Synonyms	NANOS1	nanos C2HC-type zinc finger 1	HGNC:23044	10q26.11
SLC6A15	Approved symbol	SLC6A15	solute carrier family 6 member 15	HGNC:13621	12q21.31
GJB6	Approved symbol	GJB6	gap junction protein beta 6	HGNC:4288	13q12.11
LRRC63	Approved symbol	LRRC63	leucine rich repeat containing 63	HGNC:34296	13q14.13
CHD8	Approved symbol	CHD8	chromodomain helicase DNA binding protein 8	HGNC:20153	14q11.2
ENTPD5	Approved symbol	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	HGNC:3367	14q24.3
RIPK3	Approved symbol	RIPK3	receptor interacting serine/threonine kinase 3	HGNC:10021	14q12
ANXA2	Approved symbol	ANXA2	annexin A2	HGNC:537	15q22.2
BNC1	Approved symbol	BNC1	basonuclin 1	HGNC:1081	15q25.2
BNC1	Synonyms	ASIC2	acid sensing ion channel subunit 2	HGNC:99	17q11.2-q12
OR4F4	Approved symbol	OR4F4	olfactory receptor family 4 subfamily F member 4	HGNC:8301	15q26.3
SPG11	Approved symbol	SPG11	SPG11, spatacsin vesicle trafficking associated	HGNC:11226	15q21.1
CCNF	Approved symbol	CCNF	cyclin F	HGNC:1591	16p13.3
CDH11	Approved symbol	CDH11	cadherin 11	HGNC:1750	16q21
CREBBP	Approved symbol	CREBBP	CREB binding protein	HGNC:2348	16p13.3
GABARAPL2	Approved symbol	GABARAPL2	GABA type A receptor associated protein like 2	HGNC:13291	16q23.1
N4BP1	Approved symbol	N4BP1	NEDD4 binding protein 1	HGNC:29850	16q12.1
OTOA	Approved symbol	OTOA	otoancorin	HGNC:16378	16p12.2
PLA2G15	Approved symbol	PLA2G15	phospholipase A2 group XV	HGNC:17163	16q22.1
WFDC1	Approved symbol	WFDC1	WAP four-disulfide core domain 1	HGNC:15466	16q24.1
ABCA9	Approved symbol	ABCA9	ATP binding cassette subfamily A member 9	HGNC:39	17q24.2
HNF1B	Approved symbol	HNF1B	HNF1 homeobox B	HGNC:11630	17q12
KCNJ12	Approved symbol	KCNJ12	potassium voltage-gated channel subfamily J member 12	HGNC:6258	17p11.2
MED24	Approved symbol	MED24	mediator complex subunit 24	HGNC:22963	17q21.1
MED24	Synonyms	MED22	mediator complex subunit 22	HGNC:11477	9q34.2
MYO18A	Approved symbol	MYO18A	myosin XVIIIA	HGNC:31104	17q11.2
RABEP1	Approved symbol	RABEP1	rabaptin, RAB GTPase binding effector protein 1	HGNC:17677	17p13.2
SPDYE4	Approved symbol	SPDYE4	speedy/RINGO cell cycle regulator family member E4	HGNC:35463	17p13.1
TRPV3	Approved symbol	TRPV3	transient receptor potential cation channel subfamily V member 3	HGNC:18084	17p13.2
ATP8B1	Approved symbol	ATP8B1	ATPase phospholipid transporting 8B1	HGNC:3706	18q21.31
CACNA1A	Approved symbol	CACNA1A	calcium voltage-gated channel subunit alpha1 A	HGNC:1388	19p13.13
CEACAM20	Approved symbol	CEACAM20	carcinoembryonic antigen related cell adhesion molecule 20	HGNC:24879	19q13.31
PRKCG	Approved symbol	PRKCG	protein kinase C gamma	HGNC:9402	19q13.42
TULP2	Approved symbol	TULP2	tubby like protein 2	HGNC:12424	19q13.33
WDR88	Approved symbol	WDR88	WD repeat domain 88	HGNC:26999	19q13.11
ZNF136	Approved symbol	ZNF136	zinc finger protein 136	HGNC:12920	19p13.2
RBPJL	Approved symbol	RBPJL	recombination signal binding protein for immunoglobulin kappa J region like	HGNC:13761	20q13.12
SIRPD	Approved symbol	SIRPD	signal regulatory protein delta	HGNC:16248	20p13
PAXBP1	Approved symbol	PAXBP1	PAX3 and PAX7 binding protein 1	HGNC:13579	21q22.11
DYRK1A	Approved symbol	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	HGNC:3091	21q22.13
GART	Approved symbol	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	HGNC:4163	21q22.11
KCNJ15	Approved symbol	KCNJ15	potassium voltage-gated channel subfamily J member 15	HGNC:6261	21q22.13-q22.2
LTN1	Approved symbol	LTN1	listerin E3 ubiquitin protein ligase 1	HGNC:13082	21q21.3
CSF2RB	Approved symbol	CSF2RB	colony stimulating factor 2 receptor beta common subunit	HGNC:2436	22q12.3
PANK4	Approved symbol	PANK4	pantothenate kinase 4	HGNC:19366	1p36.32
MMEL1	Approved symbol	MMEL1	membrane metalloendopeptidase like 1	HGNC:14668	1p36.32
ZBTB17	Approved symbol	ZBTB17	zinc finger and BTB domain containing 17	HGNC:12936	1p36.13
CSMD2	Approved symbol	CSMD2	CUB and Sushi multiple domains 2	HGNC:19290	1p35.1
MTF1	Approved symbol	MTF1	metal regulatory transcription factor 1	HGNC:7428	1p34.3
MTF1	Synonyms	MYT1	myelin transcription factor 1	HGNC:7622	20q13.33
MTF1	Synonyms	MELTF	melanotransferrin	HGNC:7037	3q29
GLIS1	Approved symbol	GLIS1	GLIS family zinc finger 1	HGNC:29525	1p32.3
C1orf85	Previous symbol	GLMP	glycosylated lysosomal membrane protein	HGNC:29436	1q22
PM20D1	Approved symbol	PM20D1	peptidase M20 domain containing 1	HGNC:26518	1q32.1
STON1-GTF2A1L	Approved symbol	STON1-GTF2A1L	STON1-GTF2A1L readthrough	HGNC:30651	2p16.3
SNRNP200	Approved symbol	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	HGNC:30859	2q11.2
CNNM3	Approved symbol	CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3	HGNC:104	2q11.2
MARS2	Approved symbol	MARS2	methionyl-tRNA synthetase 2, mitochondrial	HGNC:25133	2q33.1
GRIP2	Approved symbol	GRIP2	glutamate receptor interacting protein 2	HGNC:23841	3p25.1
SCN10A	Approved symbol	SCN10A	sodium voltage-gated channel alpha subunit 10	HGNC:10582	3p22.2
LAMB2	Approved symbol	LAMB2	laminin subunit beta 2	HGNC:6487	3p21.31
LAMB2	Previous symbol	LAMC1	laminin subunit gamma 1	HGNC:6492	1q25.3
BSN	Approved symbol	BSN	bassoon presynaptic cytomatrix protein	HGNC:1117	3p21.31
ZNF721	Approved symbol	ZNF721	zinc finger protein 721	HGNC:29425	4p16.3
NELFA	Approved symbol	NELFA	negative elongation factor complex member A	HGNC:12768	4p16.3
RAB28	Approved symbol	RAB28	RAB28, member RAS oncogene family	HGNC:9768	4p15.33
KIT	Approved symbol	KIT	KIT proto-oncogene receptor tyrosine kinase	HGNC:6342	4q12
UGT2B17	Approved symbol	UGT2B17	UDP glucuronosyltransferase family 2 member B17	HGNC:12547	4q13.2
SLC12A7	Approved symbol	SLC12A7	solute carrier family 12 member 7	HGNC:10915	5p15.33
MTRR	Approved symbol	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	HGNC:7473	5p15.31
ANKRD32	Previous symbol	SLF1	SMC5-SMC6 complex localization factor 1	HGNC:25408	5q15
WDR36	Approved symbol	WDR36	WD repeat domain 36	HGNC:30696	5q22.1
CAMK4	Approved symbol	CAMK4	calcium/calmodulin dependent protein kinase IV	HGNC:1464	5q22.1
REEP2	Approved symbol	REEP2	receptor accessory protein 2	HGNC:17975	5q31.2
PCDHA11	Approved symbol	PCDHA11	protocadherin alpha 11	HGNC:8665	5q31.3
PCDHB14	Approved symbol	PCDHB14	protocadherin beta 14	HGNC:8685	5q31.3
SH3PXD2B	Approved symbol	SH3PXD2B	SH3 and PX domains 2B	HGNC:29242	5q35.1
KCND2	Approved symbol	KCND2	potassium voltage-gated channel subfamily D member 2	HGNC:6238	7q31.31
FEZF1	Approved symbol	FEZF1	FEZ family zinc finger 1	HGNC:22788	7q31.32
PLEC	Approved symbol	PLEC	plectin	HGNC:9069	8q24.3
S1PR3	Approved symbol	S1PR3	sphingosine-1-phosphate receptor 3	HGNC:3167	9q22.1
C9orf129	Approved symbol	C9orf129	chromosome 9 open reading frame 129	HGNC:31116	9q22.31
PAPPA	Approved symbol	PAPPA	pappalysin 1	HGNC:8602	9q33.1
TLR4	Approved symbol	TLR4	toll like receptor 4	HGNC:11850	9q33.1
C9orf114	Previous symbol	SPOUT1	SPOUT domain containing methyltransferase 1	HGNC:26933	9q34.11
MUC6	Approved symbol	MUC6	mucin 6, oligomeric mucus/gel-forming	HGNC:7517	11p15.5
KCNQ1	Approved symbol	KCNQ1	potassium voltage-gated channel subfamily Q member 1	HGNC:6294	11p15.5-p15.4
OR2AG2	Approved symbol	OR2AG2	olfactory receptor family 2 subfamily AG member 2	HGNC:15143	11p15.4
NUP160	Approved symbol	NUP160	nucleoporin 160	HGNC:18017	11p11.2
OR5D14	Approved symbol	OR5D14	olfactory receptor family 5 subfamily D member 14	HGNC:15281	11q11
INTS5	Approved symbol	INTS5	integrator complex subunit 5	HGNC:29352	11q12.3
ATG2A	Approved symbol	ATG2A	autophagy related 2A	HGNC:29028	11q13.1
PITPNM1	Approved symbol	PITPNM1	phosphatidylinositol transfer protein membrane associated 1	HGNC:9003	11q13.2
SIDT2	Approved symbol	SIDT2	SID1 transmembrane family member 2	HGNC:24272	11q23.3
BACE1	Approved symbol	BACE1	beta-secretase 1	HGNC:933	11q23.3
ABCB9	Approved symbol	ABCB9	ATP binding cassette subfamily B member 9	HGNC:50	12q24.31
CENPJ	Approved symbol	CENPJ	centromere protein J	HGNC:17272	13q12.12-q12.13
PCDH17	Approved symbol	PCDH17	protocadherin 17	HGNC:14267	13q21.1
TNFSF13B	Approved symbol	TNFSF13B	TNF superfamily member 13b	HGNC:11929	13q33.3
ALKBH1	Approved symbol	ALKBH1	alkB homolog 1, histone H2A dioxygenase	HGNC:17911	14q24.3
PLCB2	Approved symbol	PLCB2	phospholipase C beta 2	HGNC:9055	15q15.1
WDR90	Approved symbol	WDR90	WD repeat domain 90	HGNC:26960	16p13.3
RNPS1	Approved symbol	RNPS1	RNA binding protein with serine rich domain 1	HGNC:10080	16p13.3
PAQR4	Approved symbol	PAQR4	progestin and adipoQ receptor family member 4	HGNC:26386	16p13.3
KATNB1	Approved symbol	KATNB1	katanin regulatory subunit B1	HGNC:6217	16q21
WDR81	Approved symbol	WDR81	WD repeat domain 81	HGNC:26600	17p13.3
METTL16	Approved symbol	METTL16	methyltransferase like 16	HGNC:28484	17p13.3
OR3A1	Approved symbol	OR3A1	olfactory receptor family 3 subfamily A member 1	HGNC:8282	17p13.3
CHRNB1	Approved symbol	CHRNB1	cholinergic receptor nicotinic beta 1 subunit	HGNC:1961	17p13.1
KCNH6	Approved symbol	KCNH6	potassium voltage-gated channel subfamily H member 6	HGNC:18862	17q23.3
ANKRD12	Approved symbol	ANKRD12	ankyrin repeat domain 12	HGNC:29135	18p11.22
SMAD7	Approved symbol	SMAD7	SMAD family member 7	HGNC:6773	18q21.1
SMARCA4	Approved symbol	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	HGNC:11100	19p13.2
AKAP8	Approved symbol	AKAP8	A-kinase anchoring protein 8	HGNC:378	19p13.12
ANO8	Approved symbol	ANO8	anoctamin 8	HGNC:29329	19p13.11
KCNN1	Approved symbol	KCNN1	potassium calcium-activated channel subfamily N member 1	HGNC:6290	19p13.11
NUDT19	Approved symbol	NUDT19	nudix hydrolase 19	HGNC:32036	19q13.11
IRGQ	Approved symbol	IRGQ	immunity related GTPase Q	HGNC:24868	19q13.31
BRSK1	Approved symbol	BRSK1	BR serine/threonine kinase 1	HGNC:18994	19q13.42
NLRP5	Approved symbol	NLRP5	NLR family pyrin domain containing 5	HGNC:21269	19q13.43
SLCO4A1	Approved symbol	SLCO4A1	solute carrier organic anion transporter family member 4A1	HGNC:10953	20q13.33
DGCR2	Approved symbol	DGCR2	DiGeorge syndrome critical region gene 2	HGNC:2845	22q11.21
LZTR1	Approved symbol	LZTR1	leucine zipper like transcription regulator 1	HGNC:6742	22q11.21
MCM5	Approved symbol	MCM5	minichromosome maintenance complex component 5	HGNC:6948	22q12.3
MICALL1	Approved symbol	MICALL1	MICAL like 1	HGNC:29804	22q13.1
CHKB	Approved symbol	CHKB	choline kinase beta	HGNC:1938	22q13.33
OLFM3	Approved symbol	OLFM3	olfactomedin 3	HGNC:17990	1p21.1
IGSF21	Approved symbol	IGSF21	immunoglobin superfamily member 21	HGNC:28246	1p36.13
OR2T6	Approved symbol	OR2T6	olfactory receptor family 2 subfamily T member 6	HGNC:15018	1q44
IL12RB2	Approved symbol	IL12RB2	interleukin 12 receptor subunit beta 2	HGNC:5972	1p31.3
TYW3	Approved symbol	TYW3	tRNA-yW synthesizing protein 3 homolog	HGNC:24757	1p31.1
DPYD	Approved symbol	DPYD	dihydropyrimidine dehydrogenase	HGNC:3012	1p21.3
ITGA8	Approved symbol	ITGA8	integrin subunit alpha 8	HGNC:6144	10p13
GRIA4	Approved symbol	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	HGNC:4574	11q22.3
PRR5L	Approved symbol	PRR5L	proline rich 5 like	HGNC:25878	11p13-p12
INPPL1	Approved symbol	INPPL1	inositol polyphosphate phosphatase like 1	HGNC:6080	11q13.4
PCF11	Approved symbol	PCF11	PCF11, cleavage and polyadenylation factor subunit	HGNC:30097	11q14.1
CIT	Approved symbol	CIT	citron rho-interacting serine/threonine kinase	HGNC:1985	12q24.23
CLIP1	Approved symbol	CLIP1	CAP-Gly domain containing linker protein 1	HGNC:10461	12q24.31
ARID2	Approved symbol	ARID2	AT-rich interaction domain 2	HGNC:18037	12q12
ZNF44	Approved symbol	ZNF44	zinc finger protein 44	HGNC:13110	19p13.2
RP11-337C18.8	Unmatched
DMXL2	Approved symbol	DMXL2	Dmx like 2	HGNC:2938	15q21.2
ADAMTSL3	Approved symbol	ADAMTSL3	ADAMTS like 3	HGNC:14633	15q25.2
SNX29	Approved symbol	SNX29	sorting nexin 29	HGNC:30542	16p13.13-p13.12
USP31	Approved symbol	USP31	ubiquitin specific peptidase 31	HGNC:20060	16p12.2
USP31	Previous symbol	USP48	ubiquitin specific peptidase 48	HGNC:18533	1p36.12
DNAH2	Approved symbol	DNAH2	dynein axonemal heavy chain 2	HGNC:2948	17p13.1
CELF4	Approved symbol	CELF4	CUGBP Elav-like family member 4	HGNC:14015	18q12.2
SOGA2	Previous symbol	MTCL1	microtubule crosslinking factor 1	HGNC:29121	18p11.22
ZNF724P	Previous symbol	ZNF724	zinc finger protein 724	HGNC:32460	19p12
SUPT5H	Approved symbol	SUPT5H	SPT5 homolog, DSIF elongation factor subunit	HGNC:11469	19q13.2
CCDC61	Approved symbol	CCDC61	coiled-coil domain containing 61	HGNC:33629	19q13.32
LRP1B	Approved symbol	LRP1B	LDL receptor related protein 1B	HGNC:6693	2q22.1-q22.2
NR4A2	Approved symbol	NR4A2	nuclear receptor subfamily 4 group A member 2	HGNC:7981	2q22-q23
SCN3A	Approved symbol	SCN3A	sodium voltage-gated channel alpha subunit 3	HGNC:10590	2q24.3
CDK15	Approved symbol	CDK15	cyclin dependent kinase 15	HGNC:14434	2q33.1
NGEF	Approved symbol	NGEF	neuronal guanine nucleotide exchange factor	HGNC:7807	2q37.1
SOCS5	Approved symbol	SOCS5	suppressor of cytokine signaling 5	HGNC:16852	2p21
RRBP1	Approved symbol	RRBP1	ribosome binding protein 1	HGNC:10448	20p12.1
LA16c-60H5.7	Unmatched
SEZ6L	Approved symbol	SEZ6L	seizure related 6 homolog like	HGNC:10763	22q12.1
PDXP	Approved symbol	PDXP	pyridoxal phosphatase	HGNC:30259	22q13.1
ZBTB20	Approved symbol	ZBTB20	zinc finger and BTB domain containing 20	HGNC:13503	3q13.31
TMEM108	Approved symbol	TMEM108	transmembrane protein 108	HGNC:28451	3q22.1
EOMES	Approved symbol	EOMES	eomesodermin	HGNC:3372	3p24.1
RP11-1029M24.1	Unmatched
DOCK3	Approved symbol	DOCK3	dedicator of cytokinesis 3	HGNC:2989	3p21.2
RP11-812E19.9	Unmatched
PCDHGA5	Approved symbol	PCDHGA5	protocadherin gamma subfamily A, 5	HGNC:8703	5q31
DUSP1	Approved symbol	DUSP1	dual specificity phosphatase 1	HGNC:3064	5q35.1
DUSP1	Synonyms	DUSP12	dual specificity phosphatase 12	HGNC:3067	1q23.3
BOD1	Approved symbol	BOD1	biorientation of chromosomes in cell division 1	HGNC:25114	5q35.2
NADK2	Approved symbol	NADK2	NAD kinase 2, mitochondrial	HGNC:26404	5p13.2
RAB3C	Approved symbol	RAB3C	RAB3C, member RAS oncogene family	HGNC:30269	5q11.2
PREP	Approved symbol	PREP	prolyl endopeptidase	HGNC:9358	6q21
PREP	Synonyms	PITRM1	pitrilysin metallopeptidase 1	HGNC:17663	10p15.2
ZNF259P1	Approved symbol	ZNF259P1	zinc finger protein 259 pseudogene 1	HGNC:13052	6q21
ZBTB22	Approved symbol	ZBTB22	zinc finger and BTB domain containing 22	HGNC:13085	6p21.3
RREB1	Approved symbol	RREB1	ras responsive element binding protein 1	HGNC:10449	6p24.3
LOXL2	Approved symbol	LOXL2	lysyl oxidase like 2	HGNC:6666	8p21.3
SLC24A2	Approved symbol	SLC24A2	solute carrier family 24 member 2	HGNC:10976	9p22.1
CCDC180	Approved symbol	CCDC180	coiled-coil domain containing 180	HGNC:29303	9q22.33
KIAA1210	Approved symbol	KIAA1210	KIAA1210	HGNC:29218	Xq24
TAF1	Approved symbol	TAF1	TATA-box binding protein associated factor 1	HGNC:11535	Xq13.1
WDR96	Previous symbol	CFAP43	cilia and flagella associated protein 43	HGNC:26684	10q25.1
GPR158	Approved symbol	GPR158	G protein-coupled receptor 158	HGNC:23689	10p12.1
SLIT1	Approved symbol	SLIT1	slit guidance ligand 1	HGNC:11085	10q24.1
SLIT1	Synonyms	SLIT3	slit guidance ligand 3	HGNC:11087	5q34-q35.1
SLIT1	Synonyms	SLIT1	slit guidance ligand 1	HGNC:11085	10q24.1
CRTAM	Approved symbol	CRTAM	cytotoxic and regulatory T cell molecule	HGNC:24313	11q24.1
FSHB	Approved symbol	FSHB	follicle stimulating hormone subunit beta	HGNC:3964	11p14.1
QSER1	Approved symbol	QSER1	glutamine and serine rich 1	HGNC:26154	11p13
CREB3L1	Approved symbol	CREB3L1	cAMP responsive element binding protein 3 like 1	HGNC:18856	11p11.2
OR51G1	Approved symbol	OR51G1	olfactory receptor family 51 subfamily G member 1 (gene/pseudogene)	HGNC:14738	11p15.4
DLG2	Approved symbol	DLG2	discs large MAGUK scaffold protein 2	HGNC:2901	11q14.1
DLG2	Previous symbol	MPP2	membrane palmitoylated protein 2	HGNC:7220	17q21.31
LRRIQ1	Approved symbol	LRRIQ1	leucine rich repeats and IQ motif containing 1	HGNC:25708	12q21.31
HAL	Approved symbol	HAL	histidine ammonia-lyase	HGNC:4806	12q23.1
MIR20B	Approved symbol	MIR20B	microRNA 20b	HGNC:32024	Xq26.2
IGHV4-31	Approved symbol	IGHV4-31	immunoglobulin heavy variable 4-31	HGNC:5649	14q32.33 not on reference assembly
RP11-454P7.1	Unmatched
SPECC1	Approved symbol	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	HGNC:30615	17p11.2
GRB7	Approved symbol	GRB7	growth factor receptor bound protein 7	HGNC:4567	17q12
NPIPB1P	Approved symbol	NPIPB1P	nuclear pore complex interacting protein family member B1, pseudogene	HGNC:37452	18p11.21
C18orf8	Previous symbol	RMC1	regulator of MON1-CCZ1	HGNC:24326	18q11.2
MAST1	Approved symbol	MAST1	microtubule associated serine/threonine kinase 1	HGNC:19034	19p13.2
MAST1	Synonyms	CLASP1	cytoplasmic linker associated protein 1	HGNC:17088	2q14.2-q14.3
NOTCH3	Approved symbol	NOTCH3	notch 3	HGNC:7883	19p13.12
ZNF493	Approved symbol	ZNF493	zinc finger protein 493	HGNC:23708	19p12
TSHZ3	Approved symbol	TSHZ3	teashirt zinc finger homeobox 3	HGNC:30700	19q12
APLP1	Approved symbol	APLP1	amyloid beta precursor like protein 1	HGNC:597	19q13.12
TAF1B	Approved symbol	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B	HGNC:11533	2p25.1
PTPRT	Approved symbol	PTPRT	protein tyrosine phosphatase, receptor type T	HGNC:9682	20q12-q13.11
IFT52	Approved symbol	IFT52	intraflagellar transport 52	HGNC:15901	20q13.12
FERMT1	Approved symbol	FERMT1	fermitin family member 1	HGNC:15889	20p12.3
COL6A1	Approved symbol	COL6A1	collagen type VI alpha 1 chain	HGNC:2211	21q22.3
SIDT1	Approved symbol	SIDT1	SID1 transmembrane family member 1	HGNC:25967	3q13.2
MED12L	Approved symbol	MED12L	mediator complex subunit 12 like	HGNC:16050	3q25.1
ITIH3	Approved symbol	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3	HGNC:6168	3p21.1
